IPR003958	Transcription factor CBF/NF-Y/archaeal histone domain
IPR007877	Protein of unknown function DUF707
IPR001810	F-box domain
IPR001810	F-box domain
IPR001229	Jacalin-like lectin domain
IPR001229	Jacalin-like lectin domain
IPR001229	Jacalin-like lectin domain
IPR001229	Jacalin-like lectin domain
IPR001229	Jacalin-like lectin domain
IPR001229	Jacalin-like lectin domain
IPR006780	YABBY protein
IPR008383	Apoptosis inhibitory 5
IPR008383	Apoptosis inhibitory 5
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR005513	Late embryogenesis abundant protein, LEA_1 subgroup

IPR002110	Ankyrin repeat
IPR000582	Acyl-CoA-binding protein, ACBP
IPR000582	Acyl-CoA-binding protein, ACBP
IPR000582	Acyl-CoA-binding protein, ACBP
IPR000582	Acyl-CoA-binding protein, ACBP
IPR020683	Ankyrin repeat-containing domain
IPR000582	Acyl-CoA-binding protein, ACBP
IPR002110	Ankyrin repeat
IPR002022	Pectate lyase
IPR007524	Pectate lyase, N-terminal
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR001910	Inosine/uridine-preferring nucleoside hydrolase domain
IPR018289	MULE transposase domain
IPR007527	Zinc finger, SWIM-type
IPR004332	Transposase, MuDR, plant
IPR007527	Zinc finger, SWIM-type
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
IPR002083	MATH/TRAF domain
IPR002083	MATH/TRAF domain
IPR004158	Protein of unknown function DUF247, plant
IPR004158	Protein of unknown function DUF247, plant
IPR001356	Homeobox domain
IPR001356	Homeobox domain
IPR002913	START domain
IPR002913	START domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR008502	Prolamin-like domain
IPR002935	Class I-like SAM-dependent O-methyltransferase
IPR002935	Class I-like SAM-dependent O-methyltransferase
IPR008537	Protein of unknown function DUF819
IPR003340	B3 DNA binding domain
IPR003340	B3 DNA binding domain
IPR003340	B3 DNA binding domain
IPR003340	B3 DNA binding domain
IPR037595	Reversibly glycosylated polypeptide family
IPR014886	La protein, RNA-binding domain
IPR006630	La-type HTH domain
IPR002344	Lupus La protein
IPR002344	Lupus La protein
IPR002344	Lupus La protein
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR006630	La-type HTH domain
IPR003316	E2F/DP family, winged-helix DNA-binding domain
IPR014889	Transcription factor DP, C-terminal
IPR013094	Alpha/beta hydrolase fold-3
IPR002913	START domain
IPR002913	START domain
IPR022663	Dihydrodipicolinate reductase, C-terminal
IPR000846	Dihydrodipicolinate reductase, N-terminal
IPR011859	Dihydrodipicolinate reductase, plant-type
IPR020846	Major facilitator superfamily domain
IPR005828	Major facilitator,  sugar transporter-like
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR020846	Major facilitator superfamily domain
IPR005828	Major facilitator,  sugar transporter-like
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR020846	Major facilitator superfamily domain
IPR005828	Major facilitator,  sugar transporter-like
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR002109	Glutaredoxin
IPR014025	Glutaredoxin subgroup
IPR014025	Glutaredoxin subgroup
IPR014025	Glutaredoxin subgroup
IPR002109	Glutaredoxin
IPR011905	Glutaredoxin-like, plant II
IPR001025	Bromo adjacent homology (BAH) domain
IPR001025	Bromo adjacent homology (BAH) domain
IPR013126	Heat shock protein 70 family









IPR004839	Aminotransferase, class I/classII
IPR019942	LL-diaminopimelate aminotransferase/aminotransferase ALD1
IPR002902	Gnk2-homologous domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR002902	Gnk2-homologous domain
IPR000719	Protein kinase domain
IPR001884	Translation elongation factor IF5A-like
IPR020189	Translation elongation factor, IF5A C-terminal
IPR007252	Nuclear pore protein 84/107
IPR011713	Leucine-rich repeat 3
IPR002182	NB-ARC




IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
IPR025607	Ribosomal protein L5 eukaryotic/L18 archaeal, C-terminal
IPR005485	Ribosomal protein L5 eukaryotic/L18 archaeal
IPR005485	Ribosomal protein L5 eukaryotic/L18 archaeal
IPR005485	Ribosomal protein L5 eukaryotic/L18 archaeal
IPR005485	Ribosomal protein L5 eukaryotic/L18 archaeal
IPR005485	Ribosomal protein L5 eukaryotic/L18 archaeal
IPR005485	Ribosomal protein L5 eukaryotic/L18 archaeal
IPR005485	Ribosomal protein L5 eukaryotic/L18 archaeal
IPR025607	Ribosomal protein L5 eukaryotic/L18 archaeal, C-terminal
IPR005485	Ribosomal protein L5 eukaryotic/L18 archaeal
IPR005485	Ribosomal protein L5 eukaryotic/L18 archaeal
IPR005485	Ribosomal protein L5 eukaryotic/L18 archaeal
IPR005485	Ribosomal protein L5 eukaryotic/L18 archaeal
IPR005485	Ribosomal protein L5 eukaryotic/L18 archaeal
IPR005485	Ribosomal protein L5 eukaryotic/L18 archaeal
IPR005485	Ribosomal protein L5 eukaryotic/L18 archaeal
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR015425	Formin, FH2 domain
IPR015425	Formin, FH2 domain




IPR015425	Formin, FH2 domain
IPR015425	Formin, FH2 domain




IPR004033	UbiE/COQ5 methyltransferase
IPR004033	UbiE/COQ5 methyltransferase
IPR004033	UbiE/COQ5 methyltransferase
IPR004033	UbiE/COQ5 methyltransferase
IPR004033	UbiE/COQ5 methyltransferase
IPR004033	UbiE/COQ5 methyltransferase
IPR004033	UbiE/COQ5 methyltransferase
IPR004033	UbiE/COQ5 methyltransferase
IPR004033	UbiE/COQ5 methyltransferase
IPR008801	Rapid ALkalinization Factor
IPR002403	Cytochrome P450, E-class, group IV
IPR002403	Cytochrome P450, E-class, group IV
IPR002403	Cytochrome P450, E-class, group IV
IPR002403	Cytochrome P450, E-class, group IV
IPR002403	Cytochrome P450, E-class, group IV
IPR002403	Cytochrome P450, E-class, group IV
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001251	CRAL-TRIO lipid binding domain
IPR001251	CRAL-TRIO lipid binding domain
IPR004316	SWEET sugar transporter
IPR004316	SWEET sugar transporter
IPR017930	Myb domain
IPR001005	SANT/Myb domain
IPR001005	SANT/Myb domain
IPR017930	Myb domain
IPR004179	Sec63 domain
IPR011545	DEAD/DEAH box helicase domain
IPR001650	Helicase, C-terminal
IPR001650	Helicase, C-terminal
IPR014001	Helicase superfamily 1/2, ATP-binding domain
IPR008501	THO complex subunit 7/Mft1
IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
IPR028889	Ubiquitin specific protease domain
IPR000741	Fructose-bisphosphate aldolase, class-I
IPR022796	Chlorophyll A-B binding protein
IPR005120	UPF3 domain
IPR006501	Pectinesterase inhibitor domain
IPR006501	Pectinesterase inhibitor domain
IPR000719	Protein kinase domain
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR006702	Casparian strip membrane protein domain
IPR007657	Glycosyltransferase 61
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR000408	Regulator of chromosome condensation, RCC1
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR005922	Phenylalanine ammonia-lyase
IPR001106	Aromatic amino acid lyase
IPR005824	KOW
IPR005756	Ribosomal protein L26/L24, eukaryotic/archaeal
IPR005756	Ribosomal protein L26/L24, eukaryotic/archaeal
IPR005512	PRONE domain
IPR005512	PRONE domain
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004146	DC1
IPR004217	Tim10-like
IPR002022	Pectate lyase
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR018082	AmbAllergen
IPR007312	Phosphoesterase
IPR020471	Aldo/keto reductase
IPR020471	Aldo/keto reductase
IPR020471	Aldo/keto reductase
IPR020471	Aldo/keto reductase
IPR020471	Aldo/keto reductase
IPR023210	NADP-dependent oxidoreductase domain
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR011284	3-oxoacyl-(acyl-carrier-protein) reductase

IPR017930	Myb domain
IPR001005	SANT/Myb domain
IPR001005	SANT/Myb domain
IPR017930	Myb domain
IPR008322	Uncharacterised protein family UPF0261
IPR009215	TIM-barrel domain, IGPS-like
IPR012552	DVL
IPR004926	Late embryogenesis abundant protein, LEA_3 subgroup
IPR000679	Zinc finger, GATA-type
IPR000679	Zinc finger, GATA-type
IPR004808	AP endonuclease 1
IPR005135	Endonuclease/exonuclease/phosphatase
IPR004808	AP endonuclease 1
IPR001471	AP2/ERF domain
IPR001471	AP2/ERF domain
IPR008162	Inorganic pyrophosphatase
IPR013026	Tetratricopeptide repeat-containing domain
IPR019734	Tetratricopeptide repeat
IPR013026	Tetratricopeptide repeat-containing domain
IPR019734	Tetratricopeptide repeat
IPR000270	PB1 domain
IPR000270	PB1 domain
IPR019734	Tetratricopeptide repeat

IPR028005	N-acetyltransferase ESCO, zinc-finger
IPR028009	N-acetyltransferase ESCO, acetyl-transferase domain

IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR001360	Glycoside hydrolase family 1
IPR001128	Cytochrome P450
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR014830	Glycolipid transfer protein domain
IPR025893	Tocopherol cyclase
IPR006910	Rad21/Rec8-like protein, N-terminal
IPR006909	Rad21/Rec8-like protein, C-terminal, eukaryotic
IPR022764	Peptidase S54, rhomboid domain
IPR016140	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
IPR000528	Plant lipid transfer protein/Par allergen
IPR000528	Plant lipid transfer protein/Par allergen
IPR000528	Plant lipid transfer protein/Par allergen
IPR000073	Alpha/beta hydrolase fold-1
IPR010264	Plant self-incompatibility S1
IPR005491	ENT domain
IPR005491	ENT domain
IPR008395	Agenet-like domain
IPR007930	Protein of unknown function DUF724
IPR012881	Protein of unknown function DUF1685
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain

IPR002891	Adenylyl-sulfate kinase
IPR013936	Chloroquine-resistance transporter-like
IPR013936	Chloroquine-resistance transporter-like
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000719	Protein kinase domain
IPR000555	JAB1/MPN/MOV34 metalloenzyme domain
IPR037518	MPN domain
IPR024969	Rpn11/EIF3F, C-terminal
IPR006166	ERCC4 domain
IPR017930	Myb domain
IPR001005	SANT/Myb domain
IPR001005	SANT/Myb domain
IPR017930	Myb domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR025486	Domain of unknown function DUF4378
IPR022212	Domain of unknown function DUF3741
IPR013766	Thioredoxin domain
IPR004033	UbiE/COQ5 methyltransferase
IPR004033	UbiE/COQ5 methyltransferase
IPR004033	UbiE/COQ5 methyltransferase
IPR004033	UbiE/COQ5 methyltransferase
IPR010945	Malate dehydrogenase, type 2
IPR001236	Lactate/malate dehydrogenase, N-terminal
IPR022383	Lactate/malate dehydrogenase, C-terminal
IPR011273	Malate dehydrogenase, NADP-dependent, plants
IPR008576	Alpha-N-methyltransferase NTM1
IPR016706	Cleavage/polyadenylation specificity factor subunit 5
IPR000504	RNA recognition motif domain
IPR000504	RNA recognition motif domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002498	Phosphatidylinositol-4-phosphate 5-kinase, core
IPR003409	MORN motif
IPR003409	MORN motif
IPR003409	MORN motif
IPR003409	MORN motif
IPR003409	MORN motif
IPR003409	MORN motif
IPR003409	MORN motif
IPR003409	MORN motif
IPR002498	Phosphatidylinositol-4-phosphate 5-kinase, core
IPR002589	Macro domain
IPR002589	Macro domain
IPR016140	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain

IPR013087	Zinc finger C2H2-type
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat
IPR013026	Tetratricopeptide repeat-containing domain
IPR032528	Sigma 54 modulation/S30EA ribosomal protein, C-terminal
IPR003489	Ribosome hibernation promoting factor/RaiA
IPR003489	Ribosome hibernation promoting factor/RaiA
IPR003388	Reticulon
IPR003388	Reticulon
IPR003388	Reticulon
IPR003703	Acyl-CoA thioesterase

IPR000595	Cyclic nucleotide-binding domain
IPR000595	Cyclic nucleotide-binding domain
IPR005900	6-phosphogluconolactonase, DevB-type
IPR006148	Glucosamine/galactosamine-6-phosphate isomerase
IPR003854	Gibberellin regulated protein
IPR006869	Domain of unknown function DUF547
IPR025757	Ternary complex factor MIP1, leucine-zipper
IPR006869	Domain of unknown function DUF547
IPR025757	Ternary complex factor MIP1, leucine-zipper
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR003316	E2F/DP family, winged-helix DNA-binding domain
IPR003316	E2F/DP family, winged-helix DNA-binding domain
IPR021714	Nucleolar pre-ribosomal-associated protein 1, N-terminal
IPR032436	Nucleolar pre-ribosomal-associated protein 1, C-terminal domain
IPR027806	Harbinger transposase-derived nuclease domain
IPR001619	Sec1-like protein
IPR000620	EamA domain
IPR000620	EamA domain
IPR000608	Ubiquitin-conjugating enzyme E2
IPR000608	Ubiquitin-conjugating enzyme E2

IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
